year,month,Powell_Storage,Mead_Storage,month_name,None,D0,D1,D2,D3,D4,D_Combined,AvgSWE,D_Outcome
2020,4,11750840.483333332,11511500.73,Apr,55.675,14.8725,21.445,8.0075,0.0,0.0,8.0075,16.953333333333333,0
2020,5,11924488.667741936,11199780.36451613,May,49.1725,13.6725,24.775,11.125,1.255,0.0,12.38,7.699999999999999,0
2020,6,12679143.283333331,10776667.966666669,Jun,39.84,18.458,21.02,17.464,3.222,0.0,20.686,0.25,0
2020,7,12580568.958064515,10490164.158064516,Jul,20.365,25.03,25.1675,23.98,5.4625,0.0,29.442500000000003,0.0,0
2020,8,12033074.551612904,10347615.922580646,Aug,3.845,6.3925,31.17,38.375,20.22,0.0,58.595,0.0,1
2020,9,11538661.323333332,10324795.466666669,Sep,1.12,2.476,11.592,23.46,58.492,2.862,84.814,0.04,1
2020,10,11163720.474193549,10236883.277419357,Oct,0.0,0.51,8.43,12.77,60.795,17.495,91.06,0.6096774193548387,1
2020,11,10793578.3,10121382.173333334,Nov,0.0,0.51,7.7225,9.8525,46.485,35.4325,91.77,2.6166666666666667,1
2020,12,10364235.516129032,10225668.548387095,Dec,0.0,0.172,5.67,7.562,21.038,65.55799999999999,94.158,5.883870967741935,1
2021,1,9873151.741935484,10420436.341935484,Jan,0.0,0.15,5.605,7.465,23.1175,63.66,94.2425,5.948387096774193,1
2021,2,9425237.035714284,10598262.521428572,Feb,0.0,0.5,6.69,10.7775,27.595,54.435,92.8075,9.360714285714286,1
2021,3,9040206.677419355,10495633.161290323,Mar,0.0,2.15,6.772,10.316,28.866000000000003,51.898,91.08,12.48709677419355,1
2021,4,8671866.533333333,10188778.266666668,Apr,0.0,1.28,7.2175,10.395,27.8525,53.2575,91.505,12.2,1
2021,5,8381604.387096774,9707263.41935484,May,0.0,0.415,7.4425,11.39,26.3375,54.4125,92.14,6.196774193548387,1
2021,6,8415178.533333333,9262466.693333331,Jun,0.016,0.496,6.086,11.69,25.744,55.974,93.408,0.2266666666666666,1
2021,7,8083603.451612903,9037877.64516129,Jul,0.0225,0.5775,3.1,12.725,36.0375,47.5425,96.305,0.0,1
2021,8,7684859.29032258,9026163.802580643,Aug,0.35,2.152,14.578,25.454,38.532,18.94,82.92599999999999,0.0,1
2021,9,7412647.766666667,9015481.833333334,Sep,0.175,6.895,21.0125,25.52,37.875,8.524999999999999,71.91999999999999,0.0,1
2021,10,7219464.0,8999095.129032258,Oct,0.0,9.1925,21.1025,29.4,33.7,6.605,69.705,0.1580645161290322,1
2021,11,7103713.266666667,8865741.28,Nov,0.0,9.434,23.182,33.328,29.698,4.364,67.39,1.8333333333333333,1
2021,12,6858130.967741936,8849971.251612904,Dec,0.0,10.1075,24.65,33.2075,30.2725,1.76,65.24,3.8225806451612905,1
2022,1,6518509.193548387,8955675.722580645,Jan,0.0,19.0175,23.4475,42.185,15.04,0.32,57.545,10.119354838709675,1
2022,2,6183819.9575000005,8963991.15,Feb,0.0,18.86,23.05,42.5975,15.175,0.32,58.0925,11.364285714285714,1
2022,3,5916341.026774193,8745984.58064516,Mar,0.0,11.164,27.722,42.37,18.424,0.32,61.114,14.2,1
2022,4,5788709.9306666665,8288246.966666667,Apr,0.0,5.9375,20.9075,51.245,21.5925,0.32,73.1575,14.726666666666668,1
2022,5,5999673.491935484,7754107.522580645,May,0.002,1.45,20.028,41.826,33.714,2.98,78.52,6.761290322580645,1
2022,6,6682654.673333333,7328495.206666666,Jun,0.01,1.645,16.165,35.09,40.557500000000005,6.525,82.17250000000001,0.4433333333333333,1
2022,7,6337435.453548388,7082144.38,Jul,0.13,2.09,23.635,32.9475,34.6625,6.535,74.145,0.0,1
2022,8,6070479.103870967,7148597.190322581,Aug,0.372,11.524,29.002,30.320000000000004,26.57,2.208,59.098,0.0,1
2022,9,5837393.408333333,7282050.71,Sep,0.5,22.3775,28.8525,29.375,17.89,1.01,48.275,0.0,0
2022,10,5840728.053548387,7379486.976129032,Oct,1.405,29.62,25.7925,26.17,16.1925,0.8200000000000001,43.1825,0.4645161290322581,0
2022,11,5782582.64,7276387.888,Nov,1.192,34.524,23.99,24.296,15.466,0.53,40.292,1.8166666666666669,0
2022,12,5624612.840967742,7240077.372903226,Dec,5.615,34.31,22.4325,27.835,9.2775,0.53,37.6425,4.187096774193549,0
