MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20140610,West,30.93,8.95,13.01,26.75,16.07,4.28,6/10/2014,6/16/2014,2
20140603,High Plains,60.29,8.11,11.38,8.98,10.47,0.77,6/3/2014,6/9/2014,2
20140603,West,31.84,7.84,13.11,27.01,15.89,4.31,6/3/2014,6/9/2014,2
20140527,High Plains,57.68,9.25,11.47,10.16,10.54,0.89,5/27/2014,6/2/2014,2
20140527,West,31.18,8.45,13.18,26.99,15.89,4.31,5/27/2014,6/2/2014,2
20140520,High Plains,57.22,9.33,12.79,9.54,10.21,0.92,5/20/2014,5/26/2014,2
20140520,West,31.18,8,13.32,27.14,15.55,4.81,5/20/2014,5/26/2014,2
20140513,High Plains,57.22,9.33,12.79,9.58,10.25,0.84,5/13/2014,5/19/2014,2
20140513,West,31.18,8,13.45,27.41,15.27,4.7,5/13/2014,5/19/2014,2
20140506,High Plains,52.47,11.66,14.28,10.71,10.33,0.55,5/6/2014,5/12/2014,2
20140506,West,30.2,8.33,15.87,26,14.91,4.69,5/6/2014,5/12/2014,2
20140429,High Plains,51.87,15.42,12.62,13.73,5.98,0.39,4/29/2014,5/5/2014,2
20140429,West,30.05,8.53,15.77,26.05,14.94,4.66,4/29/2014,5/5/2014,2
20140422,High Plains,49.86,17.97,12.57,14.25,4.96,0.39,4/22/2014,4/28/2014,2
20140422,West,30.11,8.27,16.52,27.16,13.32,4.61,4/22/2014,4/28/2014,2
20140415,High Plains,53.78,14.01,12.87,14.37,4.66,0.3,4/15/2014,4/21/2014,2
20140415,West,30.08,9.23,17.01,27.62,12,4.05,4/15/2014,4/21/2014,2
20140408,High Plains,51.32,16.67,13.68,13.94,4.09,0.3,4/8/2014,4/14/2014,2
20140408,West,28.62,10.77,18.2,26.37,12,4.03,4/8/2014,4/14/2014,2
20140401,High Plains,52.35,17.04,12.41,13.8,4.09,0.3,4/1/2014,4/7/2014,2
20140401,West,28.11,11.68,18.26,25.92,12,4.03,4/1/2014,4/7/2014,2
20140325,High Plains,52.35,18.43,14.55,10.54,3.83,0.3,3/25/2014,3/31/2014,2
20140325,West,28.12,11.55,18.38,25.64,12.29,4.02,3/25/2014,3/31/2014,2
20140318,High Plains,53.06,19.07,13.45,10.33,3.79,0.3,3/18/2014,3/24/2014,2
20140318,West,28.49,11.07,18.49,25.76,12.58,3.61,3/18/2014,3/24/2014,2
20140311,High Plains,51.58,25.14,8.89,11.61,2.48,0.3,3/11/2014,3/17/2014,2
20140311,West,27.09,14.27,18.45,24.92,11.66,3.61,3/11/2014,3/17/2014,2
20140304,High Plains,48.85,28.24,9.37,10.76,2.48,0.3,3/4/2014,3/10/2014,2
20140304,West,22.79,17.8,18.4,25.74,11.66,3.61,3/4/2014,3/10/2014,2
20140225,High Plains,48.72,28.26,9.23,11.01,2.49,0.3,2/25/2014,3/3/2014,2
20140225,West,22.41,17.98,19.27,24.66,11.55,4.12,2/25/2014,3/3/2014,2
20140218,High Plains,47.99,30.86,7.23,11.07,2.55,0.3,2/18/2014,2/24/2014,2
20140218,West,21.76,18.36,19.71,25.28,12.31,2.58,2/18/2014,2/24/2014,2
20140211,High Plains,45.4,32.54,8.14,11.07,2.55,0.3,2/11/2014,2/17/2014,2
20140211,West,17.62,17.92,23.43,27.1,12,1.94,2/11/2014,2/17/2014,2
20140204,High Plains,43.15,33.51,8.9,11.58,2.55,0.3,2/4/2014,2/10/2014,2
20140204,West,17,19.51,23.81,24.39,13.35,1.94,2/4/2014,2/10/2014,2
20140128,High Plains,43.27,33.4,8.9,11.58,2.55,0.3,1/28/2014,2/3/2014,2
20140128,West,17.38,19.12,23.82,24.38,13.49,1.8,1/28/2014,2/3/2014,2
20140121,High Plains,45.44,33.94,8.34,9.84,2.14,0.3,1/21/2014,1/27/2014,2
20140121,West,18.74,20.46,23.82,23.21,13.15,0.63,1/21/2014,1/27/2014,2
20140114,High Plains,45.97,33.41,8.34,9.84,2.14,0.3,1/14/2014,1/20/2014,2
20140114,West,18.74,20.46,23.82,23.21,13.15,0.63,1/14/2014,1/20/2014,2
20140107,High Plains,45.79,33.6,8.32,9.84,2.14,0.3,1/7/2014,1/13/2014,2
20140107,West,18.66,23.87,25.16,24.11,7.57,0.63,1/7/2014,1/13/2014,2
20131231,High Plains,45.79,33.6,8.32,9.84,2.14,0.3,12/31/2013,1/6/2014,2
20131231,West,22.2,26.36,20.33,23.37,7.12,0.63,12/31/2013,1/6/2014,2
20131224,High Plains,45.79,33.6,8.32,9.69,2.3,0.3,12/24/2013,12/30/2013,2
20131224,West,22.2,26.65,20.4,23.13,6.99,0.63,12/24/2013,12/30/2013,2
20131217,High Plains,44.81,34.23,8.95,9.96,1.75,0.3,12/17/2013,12/23/2013,2
20131217,West,22.53,26.26,20.59,23.04,6.93,0.63,12/17/2013,12/23/2013,2
20131210,High Plains,44.81,35.88,7.41,9.85,1.75,0.3,12/10/2013,12/16/2013,2
20131210,West,25.14,25.36,18.94,23,6.93,0.63,12/10/2013,12/16/2013,2
20131203,High Plains,44.58,36.12,7.58,9.66,1.75,0.3,12/3/2013,12/9/2013,2
20131203,West,26.84,23.17,19.13,23.3,6.93,0.63,12/3/2013,12/9/2013,2
20131126,High Plains,44.58,36.12,7.58,9.66,1.75,0.3,11/26/2013,12/2/2013,2
20131126,West,29,21.01,19.13,23.3,6.93,0.63,11/26/2013,12/2/2013,2
20131119,High Plains,44.69,36.01,7.59,9.66,1.75,0.3,11/19/2013,11/25/2013,2
20131119,West,27.36,19.44,20.97,24.67,6.93,0.63,11/19/2013,11/25/2013,2
20131112,High Plains,50.28,30.41,7.59,9.66,1.75,0.3,11/12/2013,11/18/2013,2
20131112,West,28.07,20.01,19.7,26.89,4.71,0.63,11/12/2013,11/18/2013,2
20131105,High Plains,50.2,30.51,7.58,9.66,1.75,0.3,11/5/2013,11/11/2013,2
20131105,West,28.07,20,19.71,26.88,4.71,0.63,11/5/2013,11/11/2013,2
20131029,High Plains,48.58,29.02,10.6,9.75,1.75,0.3,10/29/2013,11/4/2013,2
20131029,West,27.9,18.49,21.37,26.91,4.71,0.63,10/29/2013,11/4/2013,2
20131022,High Plains,47.57,30.03,10.59,9.75,1.75,0.3,10/22/2013,10/28/2013,2
20131022,West,27.9,18.49,21.37,26.91,4.71,0.63,10/22/2013,10/28/2013,2
20131015,High Plains,45.14,25.35,17.04,10.28,1.88,0.3,10/15/2013,10/21/2013,2
20131015,West,27.53,16.33,23.71,27.1,4.71,0.63,10/15/2013,10/21/2013,2
20131008,High Plains,38.88,26.75,19.75,12.16,2.16,0.3,10/8/2013,10/14/2013,2
20131008,West,27.44,15.7,24.17,27.36,4.71,0.63,10/8/2013,10/14/2013,2
20131001,High Plains,29.87,26.92,23.71,16.49,2.71,0.3,10/1/2013,10/7/2013,2
20131001,West,25.25,15.79,24.77,28.61,4.94,0.63,10/1/2013,10/7/2013,2
20130924,High Plains,26.98,23.6,24.96,18.59,5.56,0.3,9/24/2013,9/30/2013,2
20130924,West,18.7,16,26.72,31.11,6.84,0.63,9/24/2013,9/30/2013,2
20130917,High Plains,25.94,19.78,29.08,17.72,7.17,0.3,9/17/2013,9/23/2013,2
20130917,West,18.13,13.51,28.31,32.05,7.37,0.63,9/17/2013,9/23/2013,2
20130910,High Plains,21.79,15.94,24.14,22.5,13.47,2.16,9/10/2013,9/16/2013,2
20130910,West,14.61,9.82,22.5,37.22,14.03,1.83,9/10/2013,9/16/2013,2
20130903,High Plains,23.6,13.26,24.65,22.24,14.09,2.16,9/3/2013,9/9/2013,2
20130903,West,14.19,9.66,22.87,36.88,14.57,1.83,9/3/2013,9/9/2013,2
20130827,High Plains,21.61,14.35,25.04,22.43,14.53,2.05,8/27/2013,9/2/2013,2
20130827,West,13.39,8.92,20.65,39.08,15.93,2.03,8/27/2013,9/2/2013,2
20130820,High Plains,27.3,14.52,19.34,21.55,15.15,2.14,8/20/2013,8/26/2013,2
20130820,West,13.36,8.95,19.64,39.74,16.24,2.07,8/20/2013,8/26/2013,2
20130813,High Plains,27.33,14.31,17.94,22,15.02,3.4,8/13/2013,8/19/2013,2
20130813,West,13.31,9.17,20.79,36.39,17.26,3.09,8/13/2013,8/19/2013,2
20130806,High Plains,23.95,15.28,18.17,23.35,13.51,5.74,8/6/2013,8/12/2013,2
20130806,West,13.2,9.38,20.38,38.07,15.33,3.62,8/6/2013,8/12/2013,2
20130730,High Plains,20.53,15.23,18.13,24.1,14.22,7.79,7/30/2013,8/5/2013,2
20130730,West,12.95,9.53,20.26,39.67,12.91,4.68,7/30/2013,8/5/2013,2
20130723,High Plains,19.86,13.88,18.61,25.06,14.13,8.47,7/23/2013,7/29/2013,2
20130723,West,13.24,9.59,19.38,39.72,12.21,5.86,7/23/2013,7/29/2013,2
20130716,High Plains,21.99,11.01,18.99,25.61,14.54,7.87,7/16/2013,7/22/2013,2
20130716,West,14.44,8.72,17.53,40.35,12.81,6.15,7/16/2013,7/22/2013,2
20130709,High Plains,24.14,9.64,18.6,24.26,15.33,8.03,7/9/2013,7/15/2013,2
20130709,West,15.2,8.39,19.31,37.1,13.32,6.68,7/9/2013,7/15/2013,2
20130702,High Plains,24.52,8.8,19.88,23.82,14.95,8.03,7/2/2013,7/8/2013,2
20130702,West,14.95,8.38,19.58,36.91,13.47,6.72,7/2/2013,7/8/2013,2
20130625,High Plains,24.34,9.01,20.85,22.84,14.93,8.03,6/25/2013,7/1/2013,2
20130625,West,14.76,8.58,19.96,37.04,13.53,6.13,6/25/2013,7/1/2013,2
20130618,High Plains,20.55,9.69,24.29,24.19,13.24,8.03,6/18/2013,6/24/2013,2
20130618,West,13.62,8.88,25.6,33.42,12.41,6.06,6/18/2013,6/24/2013,2
20130611,High Plains,20.3,11.25,22.65,26.37,11.7,7.73,6/11/2013,6/17/2013,2
20130611,West,15.01,9.74,28.21,32.39,8.67,5.98,6/11/2013,6/17/2013,2
20130604,High Plains,18.13,12.84,22.81,26.73,12,7.48,6/4/2013,6/10/2013,2
20130604,West,16.44,10.66,26.2,32.05,8.67,5.98,6/4/2013,6/10/2013,2
20130528,High Plains,15.36,11.66,17.43,34.2,13.94,7.41,5/28/2013,6/3/2013,2
20130528,West,13.91,14.98,24.07,32,9.05,5.99,5/28/2013,6/3/2013,2
20130521,High Plains,11.1,12.15,16.66,35.04,17.43,7.62,5/21/2013,5/27/2013,2
20130521,West,13.3,15.3,24.36,32,9.05,5.99,5/21/2013,5/27/2013,2
20130514,High Plains,7.52,11.92,15.36,35.96,21.36,7.88,5/14/2013,5/20/2013,2
20130514,West,13.09,15.52,24.46,31.6,9.41,5.91,5/14/2013,5/20/2013,2
20130507,High Plains,7.98,9.47,16.25,35.87,21.95,8.48,5/7/2013,5/13/2013,2
20130507,West,13.46,15.5,23.78,32.02,9.58,5.66,5/7/2013,5/13/2013,2
20130430,High Plains,7.72,7.24,15.51,36.99,24.53,8,4/30/2013,5/6/2013,2
20130430,West,19.56,13.76,21.36,30.23,11,4.09,4/30/2013,5/6/2013,2
20130423,High Plains,7.07,6.79,16.34,31.98,30.5,7.32,4/23/2013,4/29/2013,2
20130423,West,20.28,13.72,22.59,27.31,14.23,1.87,4/23/2013,4/29/2013,2
20130416,High Plains,7.1,6.47,12.96,29.19,37.51,6.77,4/16/2013,4/22/2013,2
20130416,West,19.84,16.49,22.62,26.32,13.09,1.64,4/16/2013,4/22/2013,2
20130409,High Plains,4.96,3.37,11.1,27.24,41.63,11.7,4/9/2013,4/15/2013,2
20130409,West,19.71,16.74,21.97,24.86,14.32,2.41,4/9/2013,4/15/2013,2
20130402,High Plains,4.96,3.36,10.41,26.51,32.59,22.17,4/2/2013,4/8/2013,2
20130402,West,17.18,19.36,22.18,25.71,13.09,2.49,4/2/2013,4/8/2013,2
20130326,High Plains,4.65,4.01,10.04,26.48,32.58,22.24,3/26/2013,4/1/2013,2
20130326,West,19.44,17.15,22.15,25.73,13.05,2.49,3/26/2013,4/1/2013,2
20130319,High Plains,4.65,4.06,9.84,25.94,31.15,24.37,3/19/2013,3/25/2013,2
20130319,West,22.56,14.39,21.9,25.43,12.59,3.13,3/19/2013,3/25/2013,2
20130312,High Plains,4.65,4.06,9.84,25.88,31.2,24.37,3/12/2013,3/18/2013,2
20130312,West,23.94,13.29,21.62,25.43,12.59,3.13,3/12/2013,3/18/2013,2
20130305,High Plains,4.65,4.05,9.26,26.27,29.89,25.87,3/5/2013,3/11/2013,2
20130305,West,21.5,15.35,21.38,26.05,12.59,3.13,3/5/2013,3/11/2013,2
20130226,High Plains,4.66,3.99,8.84,25.73,30.1,26.68,2/26/2013,3/4/2013,2
20130226,West,21.53,14.14,22.09,26.31,12.45,3.47,2/26/2013,3/4/2013,2
20130219,High Plains,5.01,3.63,8.85,24.84,28.56,29.11,2/19/2013,2/25/2013,2
20130219,West,23.76,11.9,22.53,25.92,12.74,3.15,2/19/2013,2/25/2013,2
20130212,High Plains,5.01,3.63,8.85,24.87,28.45,29.19,2/12/2013,2/18/2013,2
20130212,West,26.33,8.9,22.97,28.43,10.22,3.15,2/12/2013,2/18/2013,2
20130205,High Plains,4.79,3.12,4.83,26.64,31.42,29.19,2/5/2013,2/11/2013,2
20130205,West,23.73,9.75,22.51,28.29,12.57,3.15,2/5/2013,2/11/2013,2
20130129,High Plains,4.79,3.12,4.83,25.96,34.27,27.02,1/29/2013,2/4/2013,2
20130129,West,23.58,9.9,22.51,27.61,14.24,2.15,1/29/2013,2/4/2013,2
20130122,High Plains,4.79,3.12,4.83,25.95,34.28,27.02,1/22/2013,1/28/2013,2
20130122,West,22.6,9.15,23.74,27.23,15.12,2.15,1/22/2013,1/28/2013,2
20130115,High Plains,4.79,3.12,4.83,25.98,34.46,26.81,1/15/2013,1/21/2013,2
20130115,West,24.75,7.01,23.74,27.23,15.12,2.15,1/15/2013,1/21/2013,2
20130108,High Plains,4.78,3.13,5.88,25.95,33.26,26.99,1/8/2013,1/14/2013,2
20130108,West,24.51,7.02,24.34,27.34,14.64,2.15,1/8/2013,1/14/2013,2
20130101,High Plains,1.54,5.45,6.81,25.95,33.26,26.99,1/1/2013,1/7/2013,2
20130101,West,24.39,6.31,24.27,27.03,15.86,2.15,1/1/2013,1/7/2013,2
20121225,High Plains,1.54,5.45,6.81,25.95,33.26,26.99,12/25/2012,12/31/2012,2
20121225,West,24.28,6.3,23.62,26.96,16.69,2.15,12/25/2012,12/31/2012,2
20121218,High Plains,1.54,5.45,6.81,26.22,32.99,26.99,12/18/2012,12/24/2012,2
20121218,West,24.28,6.3,23.5,27.09,16.69,2.15,12/18/2012,12/24/2012,2
20121211,High Plains,1.54,5.45,6.89,27.73,31.49,26.91,12/11/2012,12/17/2012,2
20121211,West,24.41,6.06,23.54,28.13,15.74,2.12,12/11/2012,12/17/2012,2
20121204,High Plains,1.2,5.4,6.98,28.02,31.49,26.91,12/4/2012,12/10/2012,2
20121204,West,22.41,7.33,24.2,28.21,15.74,2.12,12/4/2012,12/10/2012,2
20121127,High Plains,1.2,5.11,7.73,28.07,31.17,26.72,11/27/2012,12/3/2012,2
20121127,West,18.7,8.6,26.44,28.82,15.42,2.03,11/27/2012,12/3/2012,2
20121120,High Plains,1.2,4.91,9.56,28.38,29.66,26.28,11/20/2012,11/26/2012,2
20121120,West,18.3,9.37,29.16,26.25,15.09,1.83,11/20/2012,11/26/2012,2
20121113,High Plains,1.2,4.91,9.56,28.4,30.21,25.71,11/13/2012,11/19/2012,2
20121113,West,18.61,9.23,30.6,25.32,14.44,1.8,11/13/2012,11/19/2012,2
20121106,High Plains,0.03,3.51,12.52,26.4,30.3,27.24,11/6/2012,11/12/2012,2
20121106,West,16.89,9.62,29.97,26.15,15.48,1.9,11/6/2012,11/12/2012,2
20121030,High Plains,0,1.8,14.33,26.85,29.58,27.44,10/30/2012,11/5/2012,2
20121030,West,14.06,9.77,31.58,27.05,15.61,1.93,10/30/2012,11/5/2012,2
20121023,High Plains,0,1.07,14.03,27.34,30.12,27.44,10/23/2012,10/29/2012,2
20121023,West,14.05,9.78,32.37,26.03,15.84,1.93,10/23/2012,10/29/2012,2
20121016,High Plains,0,0.4,12.18,29.61,30.37,27.44,10/16/2012,10/22/2012,2
20121016,West,13.22,10.56,33.59,26.84,13.86,1.93,10/16/2012,10/22/2012,2
20121009,High Plains,0,0.39,12.03,26.75,32.58,28.24,10/9/2012,10/15/2012,2
20121009,West,9.74,13.06,34.25,26.9,14.12,1.93,10/9/2012,10/15/2012,2
20121002,High Plains,0,0.38,12.11,26.81,32.79,27.91,10/2/2012,10/8/2012,2
20121002,West,13.61,9.27,33.65,27.2,14.13,2.14,10/2/2012,10/8/2012,2
20120925,High Plains,0,1.09,15.11,22.53,36.92,24.35,9/25/2012,10/1/2012,2
20120925,West,15.12,7.73,33.5,26.79,15.08,1.77,9/25/2012,10/1/2012,2
20120918,High Plains,0,2.72,14.47,22.18,36.92,23.71,9/18/2012,9/24/2012,2
20120918,West,15.26,7.85,33.26,26.78,15.08,1.77,9/18/2012,9/24/2012,2
20120911,High Plains,0,4.4,12.83,22.11,35.56,25.1,9/11/2012,9/17/2012,2
20120911,West,15.09,8.09,32.09,27.66,15.37,1.71,9/11/2012,9/17/2012,2
20120904,High Plains,0.94,6.63,10.59,20.83,36.47,24.54,9/4/2012,9/10/2012,2
20120904,West,15.09,8.05,30.54,29.07,15.77,1.49,9/4/2012,9/10/2012,2
20120828,High Plains,1.25,10.68,8.95,24.93,39.22,14.97,8/28/2012,9/3/2012,2
20120828,West,15.07,10.66,29.9,28.49,14.74,1.15,8/28/2012,9/3/2012,2
20120821,High Plains,4.31,8.2,10.52,25.24,35.52,16.2,8/21/2012,8/27/2012,2
20120821,West,15.32,10.44,25.9,33.66,13.84,0.85,8/21/2012,8/27/2012,2
20120814,High Plains,4.48,9.47,9.08,27.33,34.12,15.52,8/14/2012,8/20/2012,2
20120814,West,16.88,13.9,18.79,33.48,16.15,0.81,8/14/2012,8/20/2012,2
20120807,High Plains,2.36,10.48,9.96,27.9,41.39,7.92,8/7/2012,8/13/2012,2
20120807,West,18.4,12.98,18.68,33.27,16.17,0.5,8/7/2012,8/13/2012,2
20120731,High Plains,2.36,10.48,9.91,28.99,44.25,4.01,7/31/2012,8/6/2012,2
20120731,West,18.4,13.38,18.44,33.04,16.45,0.29,7/31/2012,8/6/2012,2
20120724,High Plains,2.32,10.94,9.76,32.47,42,2.51,7/24/2012,7/30/2012,2
20120724,West,20.07,11.71,18.02,32.67,17.28,0.25,7/24/2012,7/30/2012,2
20120717,High Plains,3.52,10.6,17.44,40.37,26.72,1.35,7/17/2012,7/23/2012,2
20120717,West,20.03,12.32,18.65,33.12,15.72,0.16,7/17/2012,7/23/2012,2
20120710,High Plains,6.14,9.93,28.34,33.74,20.72,1.13,7/10/2012,7/16/2012,2
20120710,West,20.09,15,18.13,30.91,15.39,0.48,7/10/2012,7/16/2012,2
20120703,High Plains,8.72,17.42,23.91,29.72,19.12,1.13,7/3/2012,7/9/2012,2
20120703,West,22.87,12.99,17.27,32.18,14.22,0.48,7/3/2012,7/9/2012,2
20120626,High Plains,16.07,17.42,19.71,33.7,13.1,0,6/26/2012,7/2/2012,2
20120626,West,24.49,12.82,17.3,32.94,12.44,0,6/26/2012,7/2/2012,2
20120619,High Plains,18.53,22.37,37.51,15.25,6.35,0,6/19/2012,6/25/2012,2
20120619,West,26.24,15.43,20.93,29.52,7.88,0,6/19/2012,6/25/2012,2
20120612,High Plains,26.91,30.95,27.55,10.39,4.19,0,6/12/2012,6/18/2012,2
20120612,West,30.8,14.81,21.32,27.14,5.92,0,6/12/2012,6/18/2012,2
20120605,High Plains,29.16,34.66,27.41,6.48,2.28,0,6/5/2012,6/11/2012,2
20120605,West,29.6,17.11,22.27,26.08,4.95,0,6/5/2012,6/11/2012,2
20120529,High Plains,34.45,33.99,23.95,5.57,2.03,0,5/29/2012,6/4/2012,2
20120529,West,29.34,17.33,22.28,26.2,4.86,0,5/29/2012,6/4/2012,2
20120522,High Plains,36.54,36.23,20.66,5.08,1.49,0,5/22/2012,5/28/2012,2
20120522,West,30.25,16.88,22.15,26.06,4.66,0,5/22/2012,5/28/2012,2
20120515,High Plains,49.95,31.44,12.39,6.22,0,0,5/15/2012,5/21/2012,2
20120515,West,31.27,18.66,22.73,23.32,3.96,0.07,5/15/2012,5/21/2012,2
20120508,High Plains,51.34,30.62,11.64,6.4,0,0,5/8/2012,5/14/2012,2
20120508,West,31.85,18.32,23.38,22.09,4,0.36,5/8/2012,5/14/2012,2
20120501,High Plains,49,29.69,14.91,6.4,0,0,5/1/2012,5/7/2012,2
20120501,West,34.03,16.69,23.68,21.24,3.45,0.91,5/1/2012,5/7/2012,2
20120424,High Plains,43.85,30.3,20.15,5.69,0,0,4/24/2012,4/30/2012,2
20120424,West,32.83,19.56,21.7,21.55,3.45,0.91,4/24/2012,4/30/2012,2
20120417,High Plains,42.66,33.05,18.61,5.68,0,0,4/17/2012,4/23/2012,2
20120417,West,32.8,20.28,22.78,20.37,2.86,0.91,4/17/2012,4/23/2012,2
20120410,High Plains,37.71,38.37,19.67,4.25,0,0,4/10/2012,4/16/2012,2
20120410,West,31.33,20.23,23.57,21.1,2.84,0.93,4/10/2012,4/16/2012,2
20120403,High Plains,33.45,43.38,17.26,5.83,0.09,0,4/3/2012,4/9/2012,2
20120403,West,31.44,19.9,23.82,21.05,2.85,0.93,4/3/2012,4/9/2012,2
20120327,High Plains,39.82,40.33,15.83,3.93,0.09,0,3/27/2012,4/2/2012,2
20120327,West,35.56,16.54,24.05,20.08,2.85,0.94,3/27/2012,4/2/2012,2
20120320,High Plains,42.85,36.92,15.55,3.25,1.4,0.04,3/20/2012,3/26/2012,2
20120320,West,38.04,14.63,24.63,19.31,2.46,0.94,3/20/2012,3/26/2012,2
20120313,High Plains,42.17,36.6,16.17,3.5,1.52,0.04,3/13/2012,3/19/2012,2
20120313,West,31.09,19.44,25.19,20.9,2.46,0.94,3/13/2012,3/19/2012,2
20120306,High Plains,45.82,33.8,15.2,3.62,1.52,0.04,3/6/2012,3/12/2012,2
20120306,West,31.74,21.78,28.11,15.8,1.64,0.94,3/6/2012,3/12/2012,2
20120228,High Plains,44.79,33.28,16.23,4.14,1.52,0.04,2/28/2012,3/5/2012,2
20120228,West,31.91,22.79,27.67,15.07,1.73,0.83,2/28/2012,3/5/2012,2
20120221,High Plains,44.7,32.47,16.7,4.57,1.52,0.04,2/21/2012,2/27/2012,2
20120221,West,32.32,24.81,31.28,9.03,1.73,0.83,2/21/2012,2/27/2012,2
20120214,High Plains,44.81,32.48,16.58,4.57,1.52,0.04,2/14/2012,2/20/2012,2
20120214,West,33.22,25.91,30.55,7.77,1.73,0.83,2/14/2012,2/20/2012,2
20120207,High Plains,46.24,31.8,16.43,3.98,1.52,0.04,2/7/2012,2/13/2012,2
20120207,West,32.79,25.67,30.48,8.23,1.99,0.83,2/7/2012,2/13/2012,2
20120131,High Plains,40.21,36.51,16.94,4.11,2.19,0.04,1/31/2012,2/6/2012,2
20120131,West,33.02,26.3,29.71,8.16,1.99,0.83,1/31/2012,2/6/2012,2
20120124,High Plains,40.03,37.1,16.53,4.11,2.19,0.04,1/24/2012,1/30/2012,2
20120124,West,34.41,29.93,24.68,8.3,1.9,0.77,1/24/2012,1/30/2012,2
20120117,High Plains,46.59,34.89,12.18,4.11,2.19,0.04,1/17/2012,1/23/2012,2
20120117,West,36.17,34.36,18.06,8.72,1.9,0.77,1/17/2012,1/23/2012,2
20120110,High Plains,51.7,29.79,12.18,4.26,2.04,0.04,1/10/2012,1/16/2012,2
20120110,West,41.89,28.61,17.24,9.6,1.89,0.77,1/10/2012,1/16/2012,2
20120103,High Plains,57.62,24.26,11.79,4.26,2.04,0.04,1/3/2012,1/9/2012,2
20120103,West,50.2,21.75,16.21,9.17,1.89,0.78,1/3/2012,1/9/2012,2
20111227,High Plains,61.66,20.21,10.9,5.15,2.04,0.04,12/27/2011,1/2/2012,2
20111227,West,48.49,31.46,7.83,9.56,1.89,0.78,12/27/2011,1/2/2012,2
20111220,High Plains,60.28,21.29,10.83,5.52,1.82,0.26,12/20/2011,12/26/2011,2
20111220,West,66.71,16.3,4.77,8.06,2.34,1.82,12/20/2011,12/26/2011,2
20111213,High Plains,63.68,18.41,9.28,6.04,2.32,0.27,12/13/2011,12/19/2011,2
20111213,West,66.66,15.28,3.7,7.41,5.1,1.85,12/13/2011,12/19/2011,2
20111206,High Plains,63.46,18.49,8.95,6.52,2.32,0.27,12/6/2011,12/12/2011,2
20111206,West,70.25,11.62,3.56,5.56,7.08,1.94,12/6/2011,12/12/2011,2
20111129,High Plains,60.93,16.44,11.63,7.82,2.65,0.53,11/29/2011,12/5/2011,2
20111129,West,72.29,9.17,3.55,5.51,7.53,1.96,11/29/2011,12/5/2011,2
20111122,High Plains,63.78,13.66,9.11,7.17,3.64,2.63,11/22/2011,11/28/2011,2
20111122,West,72.72,8.71,3.57,5.49,6.66,2.85,11/22/2011,11/28/2011,2
20111115,High Plains,64.46,12.98,9.12,7.17,3.65,2.62,11/15/2011,11/21/2011,2
20111115,West,72.72,8.71,3.57,5.49,6.66,2.85,11/15/2011,11/21/2011,2
20111108,High Plains,64.69,12.89,9.55,6.68,3.6,2.59,11/8/2011,11/14/2011,2
20111108,West,73,8.45,3.59,5.46,6.62,2.88,11/8/2011,11/14/2011,2
20111101,High Plains,66.19,11.12,9.22,6.88,4.02,2.57,11/1/2011,11/7/2011,2
20111101,West,74.16,7.17,3.47,5.59,6.73,2.87,11/1/2011,11/7/2011,2
20111025,High Plains,70.53,11.38,5.14,6.13,4.26,2.57,10/25/2011,10/31/2011,2
20111025,West,74.12,7.56,3.64,6.2,5.61,2.87,10/25/2011,10/31/2011,2
20111018,High Plains,71.14,11.49,5.12,5.68,4.01,2.57,10/18/2011,10/24/2011,2
20111018,West,74.71,6.98,3.64,6.2,5.61,2.87,10/18/2011,10/24/2011,2
20111011,High Plains,71.42,11.15,5.32,6.58,2.95,2.57,10/11/2011,10/17/2011,2
20111011,West,74.02,7.35,3.84,6.31,5.61,2.87,10/11/2011,10/17/2011,2
20111004,High Plains,63.37,17.45,6.38,5.89,3.94,2.97,10/4/2011,10/10/2011,2
20111004,West,66.39,14.57,4.05,5.69,5.4,3.9,10/4/2011,10/10/2011,2
20110927,High Plains,70.09,12.47,5.48,5.74,3.26,2.96,9/27/2011,10/3/2011,2
20110927,West,66.72,14.24,4.05,5.69,5.49,3.81,9/27/2011,10/3/2011,2
20110920,High Plains,70.09,12.64,5.45,5.81,3.05,2.96,9/20/2011,9/26/2011,2
20110920,West,73.65,7.31,4.05,5.69,5.49,3.81,9/20/2011,9/26/2011,2
20110913,High Plains,64.67,18.57,4.01,5.77,4.01,2.96,9/13/2011,9/19/2011,2
20110913,West,69.61,10.55,4.26,5.58,5.87,4.13,9/13/2011,9/19/2011,2
20110906,High Plains,72.62,11.07,3.57,5.82,3.8,3.13,9/6/2011,9/12/2011,2
20110906,West,70.06,10.24,4.75,4.94,5.78,4.23,9/6/2011,9/12/2011,2
20110830,High Plains,74.56,9.37,3.3,5.85,3.8,3.13,8/30/2011,9/5/2011,2
20110830,West,74.1,6.23,4.79,5.64,5.81,3.43,8/30/2011,9/5/2011,2
20110823,High Plains,75.8,8.2,3.35,6.4,3.65,2.59,8/23/2011,8/29/2011,2
20110823,West,74.62,6.57,4.06,4.86,5.19,4.7,8/23/2011,8/29/2011,2
20110816,High Plains,76.78,6.59,4.4,4.65,4.98,2.6,8/16/2011,8/22/2011,2
20110816,West,75.03,6.04,3.72,4.59,5.97,4.65,8/16/2011,8/22/2011,2
20110809,High Plains,78.06,5.23,4.39,4.9,4.77,2.65,8/9/2011,8/15/2011,2
