MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20200428,West,49.94,20.11,18.04,11.09,0.81,0,4/28/2020,5/4/2020,2
20200421,High Plains,75.72,12.22,5.77,6.29,0,0,4/21/2020,4/27/2020,2
20200421,West,51.39,19.97,17.73,10.1,0.81,0,4/21/2020,4/27/2020,2
20200414,High Plains,83.72,4.34,8.91,3.02,0,0,4/14/2020,4/20/2020,2
20200414,West,51.21,21.34,19.65,7.79,0,0,4/14/2020,4/20/2020,2
20200407,High Plains,84.19,5.14,8.95,1.72,0,0,4/7/2020,4/13/2020,2
20200407,West,52.56,19.55,23.42,4.48,0,0,4/7/2020,4/13/2020,2
20200331,High Plains,82.13,7.22,9.66,0.99,0,0,3/31/2020,4/6/2020,2
20200331,West,51.87,20.31,23.62,4.2,0,0,3/31/2020,4/6/2020,2
20200324,High Plains,81.83,7.82,9.36,0.99,0,0,3/24/2020,3/30/2020,2
20200324,West,51.19,24.14,21.06,3.6,0,0,3/24/2020,3/30/2020,2
20200317,High Plains,82.46,6.98,9.56,1,0,0,3/17/2020,3/23/2020,2
20200317,West,51.28,22.6,22.58,3.55,0,0,3/17/2020,3/23/2020,2
20200310,High Plains,82.46,6.98,9.56,1,0,0,3/10/2020,3/16/2020,2
20200310,West,51.68,21.3,24,3.02,0,0,3/10/2020,3/16/2020,2
20200303,High Plains,82.46,7.3,9.24,1,0,0,3/3/2020,3/9/2020,2
20200303,West,51.75,24.59,20.65,3.02,0,0,3/3/2020,3/9/2020,2
20200225,High Plains,82.46,7.82,8.72,1,0,0,2/25/2020,3/2/2020,2
20200225,West,53.17,26.35,17.47,3.02,0,0,2/25/2020,3/2/2020,2
20200218,High Plains,79.53,10.06,8.92,1.5,0,0,2/18/2020,2/24/2020,2
20200218,West,54.96,27.25,14.79,3,0,0,2/18/2020,2/24/2020,2
20200211,High Plains,78.24,11.19,9.07,1.5,0,0,2/11/2020,2/17/2020,2
20200211,West,55.72,25.99,15.29,3,0,0,2/11/2020,2/17/2020,2
20200204,High Plains,73.8,14.44,10.44,1.31,0,0,2/4/2020,2/10/2020,2
20200204,West,56.75,25.1,15.07,3.08,0,0,2/4/2020,2/10/2020,2
20200128,High Plains,73.21,14.92,10.56,1.31,0,0,1/28/2020,2/3/2020,2
20200128,West,55.43,25.6,15.89,3.08,0,0,1/28/2020,2/3/2020,2
20200121,High Plains,73.17,14.79,8.54,3.5,0,0,1/21/2020,1/27/2020,2
20200121,West,57.88,22.3,14.84,4.99,0,0,1/21/2020,1/27/2020,2
20200114,High Plains,76.12,11.81,8.55,3.51,0,0,1/14/2020,1/20/2020,2
20200114,West,60.01,22.77,12.24,4.99,0,0,1/14/2020,1/20/2020,2
20200107,High Plains,76.12,11.81,8.55,3.51,0,0,1/7/2020,1/13/2020,2
20200107,West,58.89,23.11,13.01,4.99,0,0,1/7/2020,1/13/2020,2
20191231,High Plains,75.57,12.37,7.27,4.79,0,0,12/31/2019,1/6/2020,2
20191231,West,59.17,22.66,11.05,7.12,0,0,12/31/2019,1/6/2020,2
20191224,High Plains,73.95,11.12,9.48,5.2,0.26,0,12/24/2019,12/30/2019,2
20191224,West,58.23,23.12,10.97,7.68,0,0,12/24/2019,12/30/2019,2
20191217,High Plains,73.95,11.12,9.48,5.2,0.26,0,12/17/2019,12/23/2019,2
20191217,West,57.95,23.33,11.05,7.68,0,0,12/17/2019,12/23/2019,2
20191210,High Plains,73.16,10.96,8.39,7.24,0.26,0,12/10/2019,12/16/2019,2
20191210,West,57.21,28.2,5.99,8.59,0,0,12/10/2019,12/16/2019,2
20191203,High Plains,74.25,11.38,7.29,6.82,0.26,0,12/3/2019,12/9/2019,2
20191203,West,46.52,36.03,8.36,9.08,0,0,12/3/2019,12/9/2019,2
20191126,High Plains,73.81,10.83,7.86,7.24,0.26,0,11/26/2019,12/2/2019,2
20191126,West,44.19,31.97,12.26,11.33,0.24,0,11/26/2019,12/2/2019,2
20191119,High Plains,74.24,11.74,6.69,7.07,0.26,0,11/19/2019,11/25/2019,2
20191119,West,53.04,22.44,12.74,11.54,0.24,0,11/19/2019,11/25/2019,2
20191112,High Plains,76.23,10.85,5.94,6.98,0,0,11/12/2019,11/18/2019,2
20191112,West,53.19,22.85,12.62,11.35,0,0,11/12/2019,11/18/2019,2
20191105,High Plains,75.23,11.42,7.17,6.18,0,0,11/5/2019,11/11/2019,2
20191105,West,62.16,16.11,11.92,9.81,0,0,11/5/2019,11/11/2019,2
20191029,High Plains,75.23,11.42,7.17,6.18,0,0,10/29/2019,11/4/2019,2
20191029,West,62.16,16.11,11.92,9.81,0,0,10/29/2019,11/4/2019,2
20191022,High Plains,72.74,13.39,7.69,6.18,0,0,10/22/2019,10/28/2019,2
20191022,West,61.18,16.86,12.14,9.81,0,0,10/22/2019,10/28/2019,2
20191015,High Plains,77.19,13.88,6.39,2.55,0,0,10/15/2019,10/21/2019,2
20191015,West,64.37,19.56,9.8,6.27,0,0,10/15/2019,10/21/2019,2
20191008,High Plains,78.95,12.69,6.07,2.3,0,0,10/8/2019,10/14/2019,2
20191008,West,69.63,14.3,10.76,5.31,0,0,10/8/2019,10/14/2019,2
20191001,High Plains,78.65,14.93,6.42,0,0,0,10/1/2019,10/7/2019,2
20191001,West,68.4,15.27,13.16,3.16,0,0,10/1/2019,10/7/2019,2
20190924,High Plains,79.45,17.54,3,0,0,0,9/24/2019,9/30/2019,2
20190924,West,66.35,18.58,11.89,3.18,0,0,9/24/2019,9/30/2019,2
20190917,High Plains,82.91,15.28,1.81,0,0,0,9/17/2019,9/23/2019,2
20190917,West,66.39,17.03,13.4,3.18,0,0,9/17/2019,9/23/2019,2
20190910,High Plains,82.05,16.28,1.67,0,0,0,9/10/2019,9/16/2019,2
20190910,West,62.33,21.15,14.02,2.5,0,0,9/10/2019,9/16/2019,2
20190903,High Plains,83.65,15.25,1.1,0,0,0,9/3/2019,9/9/2019,2
20190903,West,62.58,26.2,10.15,1.07,0,0,9/3/2019,9/9/2019,2
20190827,High Plains,87.95,10.31,1.65,0.09,0,0,8/27/2019,9/2/2019,2
20190827,West,71.53,18.37,9.03,1.07,0,0,8/27/2019,9/2/2019,2
20190820,High Plains,88.91,9.94,1.06,0.09,0,0,8/20/2019,8/26/2019,2
20190820,West,76.68,16.49,6.06,0.77,0,0,8/20/2019,8/26/2019,2
20190813,High Plains,88.8,10.06,1.06,0.09,0,0,8/13/2019,8/19/2019,2
20190813,West,78.3,15.43,5.5,0.77,0,0,8/13/2019,8/19/2019,2
20190806,High Plains,88.28,11.32,0.4,0,0,0,8/6/2019,8/12/2019,2
20190806,West,81.34,12.18,5.71,0.77,0,0,8/6/2019,8/12/2019,2
20190730,High Plains,91.09,8.66,0.25,0,0,0,7/30/2019,8/5/2019,2
20190730,West,83.42,10.57,5.24,0.77,0,0,7/30/2019,8/5/2019,2
20190723,High Plains,96.28,3.57,0.15,0,0,0,7/23/2019,7/29/2019,2
20190723,West,84.35,9.63,5.24,0.77,0,0,7/23/2019,7/29/2019,2
20190716,High Plains,96.37,3.03,0.6,0,0,0,7/16/2019,7/22/2019,2
20190716,West,85.38,8.61,4.75,1.26,0,0,7/16/2019,7/22/2019,2
20190709,High Plains,94.51,3.97,1.19,0.33,0,0,7/9/2019,7/15/2019,2
20190709,West,85.38,8.94,4.42,1.26,0,0,7/9/2019,7/15/2019,2
20190702,High Plains,94.4,4.12,1.15,0.33,0,0,7/2/2019,7/8/2019,2
20190702,West,86.89,7.57,4.3,1.24,0,0,7/2/2019,7/8/2019,2
20190625,High Plains,94.1,3.88,1.5,0.52,0,0,6/25/2019,7/1/2019,2
20190625,West,86.79,7.7,4.27,1.24,0,0,6/25/2019,7/1/2019,2
20190618,High Plains,94.1,2.9,2.06,0.94,0,0,6/18/2019,6/24/2019,2
20190618,West,86.79,7.35,4.96,0.91,0,0,6/18/2019,6/24/2019,2
20190611,High Plains,94.05,3.54,2.41,0,0,0,6/11/2019,6/17/2019,2
20190611,West,87.74,8,3.63,0.63,0,0,6/11/2019,6/17/2019,2
20190604,High Plains,95.27,3.09,1.64,0,0,0,6/4/2019,6/10/2019,2
20190604,West,87.05,7.5,4.82,0.63,0,0,6/4/2019,6/10/2019,2
20190528,High Plains,95.78,4.22,0,0,0,0,5/28/2019,6/3/2019,2
20190528,West,87.15,7.44,5.41,0,0,0,5/28/2019,6/3/2019,2
20190521,High Plains,94.14,5.53,0.34,0,0,0,5/21/2019,5/27/2019,2
20190521,West,86.58,8.35,5.07,0,0,0,5/21/2019,5/27/2019,2
20190514,High Plains,93.96,5.71,0.34,0,0,0,5/14/2019,5/20/2019,2
20190514,West,84.83,10.24,4.83,0.09,0,0,5/14/2019,5/20/2019,2
20190507,High Plains,92.37,7.18,0.46,0,0,0,5/7/2019,5/13/2019,2
20190507,West,83.55,12.23,4.09,0.13,0,0,5/7/2019,5/13/2019,2
20190430,High Plains,90.74,8.83,0.43,0,0,0,4/30/2019,5/6/2019,2
20190430,West,83.39,12.97,2.95,0.69,0,0,4/30/2019,5/6/2019,2
20190423,High Plains,88.96,10.45,0.59,0,0,0,4/23/2019,4/29/2019,2
20190423,West,81.99,14.23,3.08,0.69,0,0,4/23/2019,4/29/2019,2
20190416,High Plains,91.34,6.92,1.74,0,0,0,4/16/2019,4/22/2019,2
20190416,West,79.85,14.24,4.27,1.65,0,0,4/16/2019,4/22/2019,2
20190409,High Plains,89.46,8.64,1.9,0,0,0,4/9/2019,4/15/2019,2
20190409,West,74.42,19.36,4.58,1.65,0,0,4/9/2019,4/15/2019,2
20190402,High Plains,89.57,8.91,1.53,0,0,0,4/2/2019,4/8/2019,2
20190402,West,71.08,19.59,7.68,1.65,0,0,4/2/2019,4/8/2019,2
20190326,High Plains,88.91,9.57,1.53,0,0,0,3/26/2019,4/1/2019,2
20190326,West,70.71,20.26,7.38,1.65,0,0,3/26/2019,4/1/2019,2
20190319,High Plains,85.35,12.79,1.74,0.13,0,0,3/19/2019,3/25/2019,2
20190319,West,62.87,27.3,7.05,1.94,0.83,0,3/19/2019,3/25/2019,2
20190312,High Plains,70.69,23.56,4.48,1.16,0.12,0,3/12/2019,3/18/2019,2
20190312,West,58.4,28.55,8.61,3.1,1.24,0.09,3/12/2019,3/18/2019,2
20190305,High Plains,69.26,18.32,9.96,2.35,0.12,0,3/5/2019,3/11/2019,2
20190305,West,47.56,27.24,18.11,5.76,1.24,0.09,3/5/2019,3/11/2019,2
20190226,High Plains,69.26,16.67,6.86,7.09,0.12,0,2/26/2019,3/4/2019,2
20190226,West,47.01,26.49,16.74,8.36,1.31,0.09,2/26/2019,3/4/2019,2
20190219,High Plains,66.26,16.79,8.83,6.03,2.06,0.02,2/19/2019,2/25/2019,2
20190219,West,37.37,25.84,22.12,11.29,3.22,0.16,2/19/2019,2/25/2019,2
20190212,High Plains,65.87,17.18,8.83,3.65,4.44,0.02,2/12/2019,2/18/2019,2
20190212,West,29.94,31.33,22.93,10.96,4.68,0.16,2/12/2019,2/18/2019,2
20190205,High Plains,65.9,17.15,8.6,3.84,3.9,0.61,2/5/2019,2/11/2019,2
20190205,West,30.71,30.01,22.19,12.22,4.45,0.41,2/5/2019,2/11/2019,2
20190129,High Plains,67.44,15.19,8.93,3.94,3.94,0.57,1/29/2019,2/4/2019,2
20190129,West,30.36,28.41,24.1,12.26,4.47,0.39,1/29/2019,2/4/2019,2
20190122,High Plains,67.44,14.75,9.08,4.23,3.94,0.57,1/22/2019,1/28/2019,2
20190122,West,27.25,24.32,28.15,15.27,4.62,0.39,1/22/2019,1/28/2019,2
20190115,High Plains,67.44,14.75,6.35,6.28,3.03,2.15,1/15/2019,1/21/2019,2
20190115,West,26.24,20.87,27.63,17.42,5.02,2.82,1/15/2019,1/21/2019,2
20190108,High Plains,69.19,13.43,5.52,6.6,3.1,2.15,1/8/2019,1/14/2019,2
20190108,West,28.7,18.45,26.22,18.64,5.16,2.82,1/8/2019,1/14/2019,2
20190101,High Plains,70.74,10.99,6.42,6.31,3.25,2.29,1/1/2019,1/7/2019,2
20190101,West,28.03,18.72,26.03,18.87,5.47,2.88,1/1/2019,1/7/2019,2
20181225,High Plains,68.24,13.31,6.59,6.31,3.25,2.29,12/25/2018,12/31/2018,2
20181225,West,25.32,20.31,26.53,19.36,5.57,2.92,12/25/2018,12/31/2018,2
20181218,High Plains,68.67,12.89,6.61,6.29,3.25,2.29,12/18/2018,12/24/2018,2
20181218,West,25.28,19.79,26.53,18.97,6.52,2.92,12/18/2018,12/24/2018,2
20181211,High Plains,69.32,12.24,6.61,6.29,3.25,2.29,12/11/2018,12/17/2018,2
20181211,West,25.3,19.77,26.53,18.89,6.54,2.97,12/11/2018,12/17/2018,2
20181204,High Plains,69.29,12.27,6.61,6.29,3.25,2.29,12/4/2018,12/10/2018,2
20181204,West,25.63,19.88,25.74,19.14,6.64,2.98,12/4/2018,12/10/2018,2
20181127,High Plains,65.34,14.17,8.65,4.99,4.11,2.73,11/27/2018,12/3/2018,2
20181127,West,24.52,20.42,26.11,18.11,7.5,3.35,11/27/2018,12/3/2018,2
20181120,High Plains,65.36,14.15,8.65,4.86,4.25,2.73,11/20/2018,11/26/2018,2
20181120,West,24.27,21.71,24.97,18.14,7.56,3.35,11/20/2018,11/26/2018,2
20181113,High Plains,63.39,16.12,8.65,4.86,4.25,2.73,11/13/2018,11/19/2018,2
20181113,West,21.55,27.99,21.15,18.45,7.52,3.35,11/13/2018,11/19/2018,2
20181106,High Plains,62.71,16.59,7.87,5.62,4.46,2.73,11/6/2018,11/12/2018,2
20181106,West,21.15,27.9,21.4,18.6,7.56,3.39,11/6/2018,11/12/2018,2
20181030,High Plains,63.14,16.17,7.38,5.65,4.87,2.79,10/30/2018,11/5/2018,2
20181030,West,21.83,25.42,21.44,19.51,8.38,3.42,10/30/2018,11/5/2018,2
20181023,High Plains,61.64,15.25,8.91,6.16,5.26,2.79,10/23/2018,10/29/2018,2
20181023,West,21.1,22.9,23.53,20.44,8.63,3.42,10/23/2018,10/29/2018,2
20181016,High Plains,61.59,15.29,8.91,6.16,5.26,2.79,10/16/2018,10/22/2018,2
20181016,West,21.04,22.87,22.93,20.76,8.98,3.42,10/16/2018,10/22/2018,2
20181009,High Plains,58.76,15.68,10.43,6.53,5.8,2.79,10/9/2018,10/15/2018,2
20181009,West,19.1,23.59,22.66,20.52,10.45,3.67,10/9/2018,10/15/2018,2
20181002,High Plains,55.09,17.17,9.96,6.73,7.67,3.38,10/2/2018,10/8/2018,2
20181002,West,14.15,26.56,20.41,21.3,13.22,4.36,10/2/2018,10/8/2018,2
20180925,High Plains,52.2,19.32,10.2,7.23,7.67,3.38,9/25/2018,10/1/2018,2
20180925,West,13.91,26.52,19.89,21.53,13.79,4.36,9/25/2018,10/1/2018,2
20180918,High Plains,55.6,16.12,10.14,8.21,7.29,2.64,9/18/2018,9/24/2018,2
20180918,West,14.94,24.88,22.51,20.49,13.24,3.95,9/18/2018,9/24/2018,2
20180911,High Plains,57.53,16.01,9.23,7.43,7.75,2.05,9/11/2018,9/17/2018,2
20180911,West,15.84,25.06,21.89,20.86,12.67,3.69,9/11/2018,9/17/2018,2
20180904,High Plains,56.26,16.74,10.57,6.58,7.77,2.08,9/4/2018,9/10/2018,2
20180904,West,16.03,25.23,21.16,20.76,13.13,3.69,9/4/2018,9/10/2018,2
20180828,High Plains,52.83,21.32,8.95,6.84,8.21,1.86,8/28/2018,9/3/2018,2
20180828,West,15.89,25.82,21.79,20.73,12.18,3.58,8/28/2018,9/3/2018,2
20180821,High Plains,51.7,18.89,11.21,7.65,8.69,1.86,8/21/2018,8/27/2018,2
20180821,West,15.8,26.13,22.2,20,12.28,3.58,8/21/2018,8/27/2018,2
20180814,High Plains,54.9,16.82,9.63,7.52,8.98,2.15,8/14/2018,8/20/2018,2
20180814,West,16.5,25.22,22.15,19.69,12.87,3.58,8/14/2018,8/20/2018,2
20180807,High Plains,61.61,11.52,8.66,9.59,6.68,1.93,8/7/2018,8/13/2018,2
20180807,West,21.77,21.7,20.58,20.05,12.12,3.77,8/7/2018,8/13/2018,2
20180731,High Plains,61.99,12.01,7.42,8.33,8.01,2.23,7/31/2018,8/6/2018,2
20180731,West,22.11,23.04,20.13,17.25,13.45,4.02,7/31/2018,8/6/2018,2
20180724,High Plains,61.25,12.56,9.51,7.31,7.12,2.24,7/24/2018,7/30/2018,2
20180724,West,25.32,22.4,16.71,16.85,14.68,4.04,7/24/2018,7/30/2018,2
20180717,High Plains,62.84,10.4,10.25,7.35,6.37,2.79,7/17/2018,7/23/2018,2
20180717,West,26.88,21.39,19.02,13.19,14.79,4.73,7/17/2018,7/23/2018,2
20180710,High Plains,62.15,11.08,10.28,7.38,6.39,2.72,7/10/2018,7/16/2018,2
20180710,West,28.98,20.75,18.18,12.2,15.09,4.81,7/10/2018,7/16/2018,2
20180703,High Plains,58.77,15.38,9.95,7.53,6.57,1.8,7/3/2018,7/9/2018,2
20180703,West,30.32,21.56,16.73,12.7,14.05,4.65,7/3/2018,7/9/2018,2
20180626,High Plains,54.55,18.99,10.85,7.06,6.74,1.8,6/26/2018,7/2/2018,2
20180626,West,30.59,21.41,16.57,12.72,14.05,4.65,6/26/2018,7/2/2018,2
20180619,High Plains,50.85,19.57,12.95,8.48,6.56,1.59,6/19/2018,6/25/2018,2
20180619,West,33.21,22.24,12.85,13.03,14.35,4.33,6/19/2018,6/25/2018,2
20180612,High Plains,47.61,16.43,18.45,8.27,7.65,1.59,6/12/2018,6/18/2018,2
20180612,West,33.98,21.68,12.47,12.89,14.63,4.34,6/12/2018,6/18/2018,2
20180605,High Plains,46.75,17.01,16.54,9.97,7.92,1.82,6/5/2018,6/11/2018,2
20180605,West,35.78,20.2,12.6,12.55,14.53,4.34,6/5/2018,6/11/2018,2
20180529,High Plains,47.84,15.99,16.48,10.25,7.61,1.83,5/29/2018,6/4/2018,2
20180529,West,39.22,16.73,12.55,12.67,14.48,4.35,5/29/2018,6/4/2018,2
20180522,High Plains,46.55,17.87,16.62,9.52,7.59,1.85,5/22/2018,5/28/2018,2
20180522,West,39.37,16.03,12.99,12.78,14.27,4.56,5/22/2018,5/28/2018,2
20180515,High Plains,43.11,20.41,17.13,9.52,7.49,2.34,5/15/2018,5/21/2018,2
20180515,West,38.92,16.9,14.14,12.39,13.61,4.04,5/15/2018,5/21/2018,2
20180508,High Plains,42.76,21.04,15.89,9.61,8.03,2.68,5/8/2018,5/14/2018,2
20180508,West,39.08,17.03,15.76,11.32,13.87,2.95,5/8/2018,5/14/2018,2
20180501,High Plains,44.21,19.03,15.7,10.35,8.51,2.19,5/1/2018,5/7/2018,2
20180501,West,39.2,16.91,15.59,12.8,12.78,2.72,5/1/2018,5/7/2018,2
20180424,High Plains,46.85,16.61,15.97,9.87,8.75,1.95,4/24/2018,4/30/2018,2
20180424,West,38.6,17.47,15.82,13.74,11.9,2.47,4/24/2018,4/30/2018,2
20180417,High Plains,46.61,16.87,15.95,11.16,7.46,1.95,4/17/2018,4/23/2018,2
20180417,West,38.36,18.21,15.6,14.14,11.99,1.7,4/17/2018,4/23/2018,2
20180410,High Plains,40.32,20.62,16.02,13.7,8.2,1.15,4/10/2018,4/16/2018,2
20180410,West,37.62,18.69,15.74,14.28,12.87,0.81,4/10/2018,4/16/2018,2
20180403,High Plains,39.14,21.07,17.7,13.12,8.27,0.7,4/3/2018,4/9/2018,2
20180403,West,34.81,22.17,15.39,15.17,12.46,0,4/3/2018,4/9/2018,2
20180327,High Plains,37,21.76,19.6,14.04,6.99,0.6,3/27/2018,4/2/2018,2
20180327,West,34.17,22.5,16.32,15.49,11.53,0,3/27/2018,4/2/2018,2
20180320,High Plains,36.47,21.72,18.78,15.81,7.16,0.05,3/20/2018,3/26/2018,2
20180320,West,30.63,24.29,17.08,18.5,9.5,0,3/20/2018,3/26/2018,2
20180313,High Plains,32.89,23.92,20.75,16.57,5.82,0.05,3/13/2018,3/19/2018,2
20180313,West,29.3,25.46,17.22,20.21,7.81,0,3/13/2018,3/19/2018,2
20180306,High Plains,32.99,24.81,22.61,14.65,4.88,0.05,3/6/2018,3/12/2018,2
20180306,West,28.06,26.37,18.03,21.51,6.03,0,3/6/2018,3/12/2018,2
20180227,High Plains,31.01,24.46,29.08,12.36,3.09,0,2/27/2018,3/5/2018,2
20180227,West,28.13,26.29,20.48,22.09,3.01,0,2/27/2018,3/5/2018,2
20180220,High Plains,28.39,27.15,28.71,12.67,3.09,0,2/20/2018,2/26/2018,2
20180220,West,27.26,26.03,21.67,22.63,2.41,0,2/20/2018,2/26/2018,2
20180213,High Plains,28.98,28.17,27.09,14.22,1.53,0,2/13/2018,2/19/2018,2
20180213,West,28.57,26.25,19.91,24.01,1.26,0,2/13/2018,2/19/2018,2
20180206,High Plains,21.65,34.23,28.72,13.88,1.53,0,2/6/2018,2/12/2018,2
20180206,West,27.18,27.5,21.8,22.65,0.88,0,2/6/2018,2/12/2018,2
20180130,High Plains,21.65,34.42,30.22,13.01,0.69,0,1/30/2018,2/5/2018,2
20180130,West,26.92,28.79,22.72,20.69,0.88,0,1/30/2018,2/5/2018,2
20180123,High Plains,18.95,39.5,29.44,11.45,0.66,0,1/23/2018,1/29/2018,2
20180123,West,40.25,21.35,20.73,17.68,0,0,1/23/2018,1/29/2018,2
20180116,High Plains,17.26,41.27,30.19,10.62,0.66,0,1/16/2018,1/22/2018,2
20180116,West,41.28,20.97,27.68,10.07,0,0,1/16/2018,1/22/2018,2
20180109,High Plains,18.06,40.47,30.75,9.58,1.14,0,1/9/2018,1/15/2018,2
20180109,West,46.45,16.96,27.58,9.01,0,0,1/9/2018,1/15/2018,2
20180102,High Plains,19.28,51.53,22.84,5.45,0.9,0,1/2/2018,1/8/2018,2
20180102,West,48.76,22.21,20.42,7.09,1.52,0,1/2/2018,1/8/2018,2
20171226,High Plains,19.39,52.54,23.24,3.94,0.9,0,12/26/2017,1/1/2018,2
20171226,West,46.57,25.26,22.86,3.8,1.52,0,12/26/2017,1/1/2018,2
20171219,High Plains,19.39,54.66,22.22,2.84,0.9,0,12/19/2017,12/25/2017,2
20171219,West,46.8,26.31,21.58,3.8,1.52,0,12/19/2017,12/25/2017,2
20171212,High Plains,23.45,52.85,19.96,2.84,0.9,0,12/12/2017,12/18/2017,2
20171212,West,48.48,26.35,21.23,2.42,1.52,0,12/12/2017,12/18/2017,2
20171205,High Plains,43.94,33.16,19.45,2.55,0.9,0,12/5/2017,12/11/2017,2
20171205,West,59.75,15.66,20.65,2.42,1.52,0,12/5/2017,12/11/2017,2
20171128,High Plains,59.35,20.69,16.52,2.55,0.9,0,11/28/2017,12/4/2017,2
20171128,West,60.34,18.18,17.54,2.42,1.52,0,11/28/2017,12/4/2017,2
20171121,High Plains,62.3,22.25,12.19,2.36,0.9,0,11/21/2017,11/27/2017,2
20171121,West,65.85,18.82,11.39,2.42,1.52,0,11/21/2017,11/27/2017,2
20171114,High Plains,64.94,21.41,10.38,2.36,0.9,0,11/14/2017,11/20/2017,2
20171114,West,62.86,23.03,10.17,2.42,1.52,0,11/14/2017,11/20/2017,2
20171107,High Plains,65.52,20.91,10.31,2.36,0.9,0,11/7/2017,11/13/2017,2
20171107,West,61.38,24.09,10.58,2.42,1.52,0,11/7/2017,11/13/2017,2
20171031,High Plains,64.75,21.55,10.44,2.36,0.9,0,10/31/2017,11/6/2017,2
20171031,West,58.13,25.4,11.13,3.5,1.85,0,10/31/2017,11/6/2017,2
20171024,High Plains,64.98,21.33,10.42,2.36,0.9,0,10/24/2017,10/30/2017,2
20171024,West,59.95,25.54,9.36,3.3,1.85,0,10/24/2017,10/30/2017,2
20171017,High Plains,66.26,20.4,9.83,2.96,0.55,0,10/17/2017,10/23/2017,2
20171017,West,56.81,26.68,10.49,4.18,1.85,0,10/17/2017,10/23/2017,2
20171010,High Plains,64.13,17.45,10.9,6.41,1.1,0,10/10/2017,10/16/2017,2
20171010,West,57.2,23.32,12.59,4.69,1.53,0.68,10/10/2017,10/16/2017,2
20171003,High Plains,59.87,19.67,12.73,6.63,1.1,0,10/3/2017,10/9/2017,2
20171003,West,55.65,24.64,11.47,5.34,1.64,1.26,10/3/2017,10/9/2017,2
20170926,High Plains,56.15,22.73,12.75,7.05,1.26,0.06,9/26/2017,10/2/2017,2
20170926,West,55.72,23.28,12.29,3.42,3.13,2.17,9/26/2017,10/2/2017,2
20170919,High Plains,43.98,27.44,17.65,9.6,1.27,0.06,9/19/2017,9/25/2017,2
20170919,West,53.9,24.6,12.6,3.6,3.13,2.17,9/19/2017,9/25/2017,2
20170912,High Plains,44.65,26.52,15.23,9.9,3.64,0.05,9/12/2017,9/18/2017,2
20170912,West,53.28,22.61,14.77,3.16,2.96,3.22,9/12/2017,9/18/2017,2
20170905,High Plains,48.95,26.37,11.16,9.72,3.74,0.05,9/5/2017,9/11/2017,2
20170905,West,53.52,26.34,11.37,3.36,2.2,3.22,9/5/2017,9/11/2017,2
20170829,High Plains,50.05,24.86,11.45,9.63,3.96,0.05,8/29/2017,9/4/2017,2
20170829,West,60.08,24.65,7,3.39,1.84,3.04,8/29/2017,9/4/2017,2
20170822,High Plains,52.57,22.44,11.06,9.77,4.1,0.05,8/22/2017,8/28/2017,2
20170822,West,64.77,19.96,7.8,3.22,2.79,1.47,8/22/2017,8/28/2017,2
20170815,High Plains,49.29,22.03,12.31,9.41,6.25,0.71,8/15/2017,8/21/2017,2
20170815,West,64.18,24.14,5.82,2.75,1.64,1.47,8/15/2017,8/21/2017,2
20170808,High Plains,46.09,24.57,12.62,9.94,5.73,1.06,8/8/2017,8/14/2017,2
20170808,West,64.09,25.55,4.69,2.57,1.64,1.47,8/8/2017,8/14/2017,2
20170801,High Plains,41.61,26.46,14.01,9.81,7.05,1.06,8/1/2017,8/7/2017,2
20170801,West,65.88,24.45,4.73,1.84,1.64,1.47,8/1/2017,8/7/2017,2
20170725,High Plains,37.57,31.22,13.29,9.33,7.53,1.06,7/25/2017,7/31/2017,2
20170725,West,59.47,30.87,4.72,1.98,1.49,1.47,7/25/2017,7/31/2017,2
20170718,High Plains,42.36,29.7,11.47,9.19,6.4,0.88,7/18/2017,7/24/2017,2
20170718,West,63.51,25.55,6.01,2.21,2.54,0.19,7/18/2017,7/24/2017,2
20170711,High Plains,48.15,27.81,9.89,7.55,6.6,0,7/11/2017,7/17/2017,2
20170711,West,72.11,17.02,5.92,2.21,2.73,0,7/11/2017,7/17/2017,2
20170704,High Plains,53.49,26.61,8.2,6.98,4.72,0,7/4/2017,7/10/2017,2
20170704,West,75.35,14.38,5.78,2.9,1.6,0,7/4/2017,7/10/2017,2
20170627,High Plains,56.1,25.63,7.01,7.46,3.79,0,6/27/2017,7/3/2017,2
20170627,West,79.51,10.64,6.56,2.44,0.84,0,6/27/2017,7/3/2017,2
20170620,High Plains,67.63,15.26,8.5,7.22,1.39,0,6/20/2017,6/26/2017,2
20170620,West,80.33,11.86,6.12,0.9,0.79,0,6/20/2017,6/26/2017,2
20170613,High Plains,70.63,10.97,12.67,5.74,0,0,6/13/2017,6/19/2017,2
20170613,West,82.57,10.43,5.59,1.41,0,0,6/13/2017,6/19/2017,2
20170606,High Plains,71.42,8.79,16.19,3.6,0,0,6/6/2017,6/12/2017,2
20170606,West,82.02,11.48,6.34,0.16,0,0,6/6/2017,6/12/2017,2
20170530,High Plains,74.75,18.79,6.46,0,0,0,5/30/2017,6/5/2017,2
20170530,West,82.62,12.93,4.29,0.16,0,0,5/30/2017,6/5/2017,2
20170523,High Plains,83.84,14.23,1.93,0,0,0,5/23/2017,5/29/2017,2
20170523,West,86.38,9.16,4.29,0.16,0,0,5/23/2017,5/29/2017,2
20170516,High Plains,83.67,16.22,0.11,0,0,0,5/16/2017,5/22/2017,2
