"Week","None","D0","D1","D2","D3","D4","DSCI"
"2000-03-07","60.80","24.95","14.26","0.00","0.00","0.00","53"
"2000-02-29","55.80","28.88","15.33","0.00","0.00","0.00","60"
"2000-02-22","49.48","35.63","14.89","0.00","0.00","0.00","65"
"2000-02-15","38.17","46.95","14.89","0.00","0.00","0.00","77"
"2000-02-08","32.55","67.45","0.00","0.00","0.00","0.00","67"
"2000-02-01","26.87","73.13","0.00","0.00","0.00","0.00","73"
"2000-01-25","25.57","74.43","0.00","0.00","0.00","0.00","74"
"2000-01-18","24.98","75.02","0.00","0.00","0.00","0.00","75"
"2000-01-11","34.23","65.77","0.00","0.00","0.00","0.00","66"
"2000-01-04","73.20","26.80","0.00","0.00","0.00","0.00","27"
